ID,Epic,Module,User Story,Actor,Loại FP,Độ phức tạp,Function Points
EP03-078,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn tự động làm mới dashboard theo chu kỳ để số liệu luôn cập nhật.",Cán bộ quản lý,EIF,Average,7
EP03-079,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn xem xu hướng biến động tài sản theo thời gian để hỗ trợ ra quyết định đầu tư.",Cán bộ quản lý,EO,Complex,7
EP03-080,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn cấu hình quyền xem các chỉ số nhạy cảm trên dashboard để bảo vệ thông tin quản trị.",Cán bộ quản lý,EI,Complex,6
EP03-081,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn lưu cấu hình sử dụng gần nhất của Dashboard tổng quan tài sản để làm việc nhanh hơn trong lần sau.",Cán bộ quản lý,EI,Simple,3
EP03-082,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn xem lịch sử thao tác trong Dashboard tổng quan tài sản để truy vết thay đổi khi cần.",Cán bộ quản lý,EO,Average,5
EP03-083,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn export dữ liệu/kết quả từ Dashboard tổng quan tài sản để chia sẻ cho bên liên quan.",Cán bộ quản lý,EO,Average,5
EP03-084,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn phân quyền sử dụng Dashboard tổng quan tài sản theo vai trò để đảm bảo an toàn dữ liệu.",Cán bộ quản lý,EI,Complex,6
EP03-085,"EPIC-03
Quản lý Tài sản",Dashboard tổng quan tài sản,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi Dashboard tổng quan tài sản phát sinh lỗi để xử lý kịp thời.",Cán bộ quản lý,EO,Complex,7
EP04-001,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn đặt câu hỏi tiếng Việt về tài sản để không cần biết cú pháp kỹ thuật vẫn tra cứu được dữ liệu.",Người dùng,EI,Complex,6
EP04-002,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn nhận kết quả câu hỏi trên bản đồ để hiểu vị trí của dữ liệu được truy vấn.",Người dùng,EO,Complex,7
EP04-003,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn nhận kết quả đồng thời trên bảng dữ liệu để có thể tiếp tục phân tích.",Người dùng,EO,Average,5
EP04-004,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn xem gợi ý câu hỏi mẫu bằng tiếng Việt để bắt đầu sử dụng AI nhanh hơn.",Người dùng,EO,Average,5
EP04-005,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn AI hiểu câu hỏi có dấu và không dấu để tăng khả năng sử dụng thực tế.",Người dùng,EQ,Complex,6
EP04-006,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn AI xử lý các điều kiện như loại, trạng thái, địa bàn và thời gian trong cùng một câu hỏi.",Người dùng,EQ,Complex,6
EP04-007,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn xem lịch sử các câu hỏi gần đây để tái sử dụng truy vấn hay dùng.",Người dùng,EQ,Average,4
EP04-008,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn lưu câu hỏi yêu thích để tạo thư viện truy vấn dùng chung.",Người dùng,EI,Average,4
EP04-009,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn AI thông báo khi câu hỏi mơ hồ và gợi ý cách diễn đạt rõ hơn.",Người dùng,EO,Complex,7
EP04-010,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn giới hạn phạm vi dữ liệu AI được truy vấn theo quyền hiện có để bảo vệ thông tin.",Người dùng,EI,Complex,6
EP04-011,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn tải kết quả truy vấn AI ra Excel để chia sẻ cho đồng nghiệp.",Người dùng,EO,Average,5
EP04-012,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn lưu cấu hình sử dụng gần nhất của Truy vấn ngôn ngữ tự nhiên để làm việc nhanh hơn trong lần sau.",Người dùng,EI,Simple,3
EP04-013,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn xem lịch sử thao tác trong Truy vấn ngôn ngữ tự nhiên để truy vết thay đổi khi cần.",Người dùng,EO,Average,5
EP04-014,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn export dữ liệu/kết quả từ Truy vấn ngôn ngữ tự nhiên để chia sẻ cho bên liên quan.",Người dùng,EO,Average,5
EP04-015,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn phân quyền sử dụng Truy vấn ngôn ngữ tự nhiên theo vai trò để đảm bảo an toàn dữ liệu.",Người dùng,EI,Complex,6
EP04-016,"EPIC-04
AI – Truy vấn thông minh",Truy vấn ngôn ngữ tự nhiên,"Là người dùng, tôi muốn nhận cảnh báo khi Truy vấn ngôn ngữ tự nhiên phát sinh lỗi để xử lý kịp thời.",Người dùng,EO,Complex,7
EP04-017,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn xem câu SQL được sinh ra từ câu hỏi tự nhiên để kiểm tra logic truy vấn.",Cán bộ quản lý,EO,Complex,7
EP04-018,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn chỉnh sửa câu SQL trước khi chạy để tinh chỉnh kết quả theo chuyên môn nghiệp vụ.",Cán bộ quản lý,EI,Complex,6
EP04-019,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn hệ thống highlight cú pháp SQL để đọc và sửa dễ hơn.",Cán bộ quản lý,EO,Average,5
EP04-020,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn chạy thử SQL đã chỉnh sửa và xem trước kết quả mà không ảnh hưởng dữ liệu gốc.",Cán bộ quản lý,EQ,Complex,6
EP04-021,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn lưu các câu SQL thường dùng thành mẫu để tái sử dụng.",Cán bộ quản lý,EI,Average,4
EP04-022,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn xem thông báo lỗi cú pháp hoặc lỗi truy cập dữ liệu một cách rõ ràng khi chạy SQL.",Cán bộ quản lý,EO,Average,5
EP04-023,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn so sánh SQL gốc do AI sinh với SQL đã chỉnh sửa để đối chiếu thay đổi.",Cán bộ quản lý,EO,Complex,7
EP04-024,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn phân quyền chỉ người có thẩm quyền mới được sửa SQL để tránh truy vấn rủi ro.",Cán bộ quản lý,EI,Complex,6
EP04-025,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn giới hạn SQL chỉ đọc dữ liệu để bảo vệ cơ sở dữ liệu sản xuất.",Cán bộ quản lý,EIF,Complex,10
EP04-026,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn tải câu SQL ra file để phục vụ rà soát kỹ thuật hoặc audit.",Cán bộ quản lý,EO,Average,5
EP04-027,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn xem thời gian thực thi và số bản ghi trả về của từng câu SQL để đánh giá hiệu năng.",Cán bộ quản lý,EO,Complex,7
EP04-028,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn lưu cấu hình sử dụng gần nhất của Hiển thị & chỉnh sửa SQL để làm việc nhanh hơn trong lần sau.",Cán bộ quản lý,EI,Simple,3
EP04-029,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn xem lịch sử thao tác trong Hiển thị & chỉnh sửa SQL để truy vết thay đổi khi cần.",Cán bộ quản lý,EO,Average,5
EP04-030,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn export dữ liệu/kết quả từ Hiển thị & chỉnh sửa SQL để chia sẻ cho bên liên quan.",Cán bộ quản lý,EO,Average,5
EP04-031,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn phân quyền sử dụng Hiển thị & chỉnh sửa SQL theo vai trò để đảm bảo an toàn dữ liệu.",Cán bộ quản lý,EI,Complex,6
EP04-032,"EPIC-04
AI – Truy vấn thông minh",Hiển thị & chỉnh sửa SQL,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi Hiển thị & chỉnh sửa SQL phát sinh lỗi để xử lý kịp thời.",Cán bộ quản lý,EO,Complex,7
EP04-033,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn AI đề xuất tài sản có nguy cơ cần bảo trì sớm dựa trên lịch sử để ưu tiên nguồn lực.",Cán bộ quản lý,EO,Complex,7
EP04-034,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn AI tính điểm rủi ro cho từng tài sản để xếp hạng ưu tiên xử lý.",Cán bộ quản lý,EO,Complex,7
EP04-035,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn xem các yếu tố ảnh hưởng đến đề xuất bảo trì để hiểu lý do AI đưa ra kết quả.",Cán bộ quản lý,EO,Complex,7
EP04-036,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn cấu hình ngưỡng cảnh báo dự đoán theo từng loại tài sản để phù hợp nghiệp vụ.",Cán bộ quản lý,EI,Complex,6
EP04-037,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn xem danh sách đề xuất bảo trì trên bản đồ để biết phân bố không gian của rủi ro.",Cán bộ quản lý,EO,Complex,7
EP04-038,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn chuyển đề xuất AI thành kế hoạch bảo trì thực tế chỉ với vài thao tác.",Cán bộ quản lý,EI,Complex,6
EP04-039,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn so sánh dự đoán AI với lịch bảo trì hiện có để phát hiện chênh lệch.",Cán bộ quản lý,EO,Complex,7
EP04-040,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn ghi nhận phản hồi đúng/sai cho đề xuất AI để cải thiện mô hình về sau.",Cán bộ quản lý,EI,Average,4
EP04-041,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn lọc đề xuất theo mức độ rủi ro, địa bàn và loại tài sản để lập kế hoạch cụ thể.",Cán bộ quản lý,EQ,Complex,6
EP04-042,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn export danh sách đề xuất bảo trì dự đoán ra Excel/PDF để trình phê duyệt.",Cán bộ quản lý,EO,Average,5
EP04-043,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn xem lịch sử các lần dự đoán để đánh giá độ ổn định của hệ thống AI.",Cán bộ quản lý,EQ,Average,4
EP04-044,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn lưu cấu hình sử dụng gần nhất của Kế hoạch bảo trì dự đoán để làm việc nhanh hơn trong lần sau.",Cán bộ quản lý,EI,Simple,3
EP04-045,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn xem lịch sử thao tác trong Kế hoạch bảo trì dự đoán để truy vết thay đổi khi cần.",Cán bộ quản lý,EO,Average,5
EP04-046,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn export dữ liệu/kết quả từ Kế hoạch bảo trì dự đoán để chia sẻ cho bên liên quan.",Cán bộ quản lý,EO,Average,5
EP04-047,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn phân quyền sử dụng Kế hoạch bảo trì dự đoán theo vai trò để đảm bảo an toàn dữ liệu.",Cán bộ quản lý,EI,Complex,6
EP04-048,"EPIC-04
AI – Truy vấn thông minh",Kế hoạch bảo trì dự đoán,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi Kế hoạch bảo trì dự đoán phát sinh lỗi để xử lý kịp thời.",Cán bộ quản lý,EO,Complex,7
EP04-049,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn tải ảnh hiện trường lên hệ thống để AI nhận dạng tình trạng tài sản.",Cán bộ quản lý,EI,Average,4
EP04-050,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn AI phát hiện các dấu hiệu như hỏng hóc, vết nứt hoặc gỉ sét từ ảnh chụp để giảm thời gian kiểm tra.",Cán bộ quản lý,EO,Complex,7
EP04-051,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn xem vùng ảnh được AI đánh dấu bất thường để kiểm chứng kết quả trực quan.",Cán bộ quản lý,EO,Complex,7
EP04-052,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn nhận mức độ tin cậy của từng nhận dạng để quyết định có cần kiểm tra thủ công hay không.",Cán bộ quản lý,EO,Average,5
EP04-053,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn đính kèm kết quả nhận dạng vào hồ sơ tài sản để lưu trữ bằng chứng.",Cán bộ quản lý,EI,Average,4
EP04-054,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn chụp nhiều ảnh cho cùng một tài sản và tổng hợp kết quả AI để đánh giá toàn diện.",Cán bộ quản lý,EI,Complex,6
EP04-055,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn sửa nhãn nhận dạng nếu AI chưa chính xác để cải thiện chất lượng dữ liệu huấn luyện.",Cán bộ quản lý,EI,Complex,6
EP04-056,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn lọc danh sách ảnh theo trạng thái đã phân tích hoặc chưa phân tích để quản lý quy trình.",Cán bộ quản lý,EQ,Average,4
EP04-057,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn cảnh báo khi ảnh không đạt chất lượng tối thiểu để người dùng chụp lại.",Cán bộ quản lý,EO,Average,5
EP04-058,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn liên kết vị trí ảnh với bản đồ để biết chính xác nơi phát sinh hỏng hóc.",Cán bộ quản lý,EIF,Complex,10
EP04-059,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn xuất báo cáo nhận dạng theo lô ảnh để chia sẻ với đội bảo trì.",Cán bộ quản lý,EO,Average,5
EP04-060,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn lưu cấu hình sử dụng gần nhất của Nhận dạng tình trạng từ ảnh để làm việc nhanh hơn trong lần sau.",Cán bộ quản lý,EI,Simple,3
EP04-061,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn xem lịch sử thao tác trong Nhận dạng tình trạng từ ảnh để truy vết thay đổi khi cần.",Cán bộ quản lý,EO,Average,5
EP04-062,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn export dữ liệu/kết quả từ Nhận dạng tình trạng từ ảnh để chia sẻ cho bên liên quan.",Cán bộ quản lý,EO,Average,5
EP04-063,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn phân quyền sử dụng Nhận dạng tình trạng từ ảnh theo vai trò để đảm bảo an toàn dữ liệu.",Cán bộ quản lý,EI,Complex,6
EP04-064,"EPIC-04
AI – Truy vấn thông minh",Nhận dạng tình trạng từ ảnh,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi Nhận dạng tình trạng từ ảnh phát sinh lỗi để xử lý kịp thời.",Cán bộ quản lý,EO,Complex,7
EP04-065,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn AI tự động sinh báo cáo tình trạng tài sản bằng tiếng Việt để tiết kiệm thời gian soạn thảo.",Cán bộ quản lý,EO,Complex,7
EP04-066,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn chọn phạm vi dữ liệu đầu vào cho báo cáo AI theo khu vực, loại tài sản và thời gian.",Cán bộ quản lý,EI,Complex,6
EP04-067,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn AI tóm tắt các điểm nổi bật, bất thường và khuyến nghị xử lý trong báo cáo.",Cán bộ quản lý,EO,Complex,7
EP04-068,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn chỉnh sửa nội dung báo cáo trước khi phát hành để phù hợp văn phong đơn vị.",Cán bộ quản lý,EI,Average,4
EP04-069,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn chèn biểu đồ và bản đồ minh họa tự động vào báo cáo để nội dung trực quan hơn.",Cán bộ quản lý,EO,Complex,7
EP04-070,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn xuất báo cáo AI sang PDF để gửi lãnh đạo và lưu trữ hồ sơ.",Cán bộ quản lý,EO,Average,5
EP04-071,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn lưu mẫu prompt hoặc mẫu báo cáo để tái sử dụng cho các kỳ báo cáo tiếp theo.",Cán bộ quản lý,EI,Average,4
EP04-072,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn theo dõi lịch sử các báo cáo AI đã sinh để đối chiếu giữa các kỳ.",Cán bộ quản lý,EQ,Average,4
EP04-073,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn chọn mức độ chi tiết của báo cáo để phù hợp người nhận khác nhau.",Cán bộ quản lý,EI,Average,4
EP04-074,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn xem nguồn dữ liệu được AI sử dụng trong báo cáo để kiểm chứng tính minh bạch.",Cán bộ quản lý,EO,Complex,7
EP04-075,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn chia sẻ báo cáo AI qua link nội bộ có kiểm soát quyền truy cập.",Cán bộ quản lý,EO,Complex,7
EP04-076,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn lưu cấu hình sử dụng gần nhất của Sinh báo cáo AI để làm việc nhanh hơn trong lần sau.",Cán bộ quản lý,EI,Simple,3
EP04-077,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn xem lịch sử thao tác trong Sinh báo cáo AI để truy vết thay đổi khi cần.",Cán bộ quản lý,EO,Average,5
EP04-078,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn export dữ liệu/kết quả từ Sinh báo cáo AI để chia sẻ cho bên liên quan.",Cán bộ quản lý,EO,Average,5
EP04-079,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn phân quyền sử dụng Sinh báo cáo AI theo vai trò để đảm bảo an toàn dữ liệu.",Cán bộ quản lý,EI,Complex,6
EP04-080,"EPIC-04
AI – Truy vấn thông minh",Sinh báo cáo AI,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi Sinh báo cáo AI phát sinh lỗi để xử lý kịp thời.",Cán bộ quản lý,EO,Complex,7
EP05-001,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn tạo heatmap mật độ tài sản để nhìn nhanh khu vực tập trung đối tượng.",Cán bộ quản lý,EO,Complex,7
EP05-002,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn chọn loại tài sản đưa vào heatmap để phân tích đúng nhóm quan tâm.",Cán bộ quản lý,EI,Average,4
EP05-003,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn điều chỉnh bán kính và cường độ heatmap để hình ảnh phản ánh đúng thực tế.",Cán bộ quản lý,EI,Complex,6
EP05-004,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn lọc heatmap theo thời gian hoặc trạng thái tài sản để so sánh các kịch bản.",Cán bộ quản lý,EQ,Complex,6
EP05-005,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn xem số liệu tổng hợp phía sau heatmap để đối chiếu với biểu diễn trực quan.",Cán bộ quản lý,EO,Average,5
EP05-006,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn lưu cấu hình heatmap thành mẫu để tái sử dụng cho phân tích định kỳ.",Cán bộ quản lý,EI,Average,4
EP05-007,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn xuất heatmap ra ảnh/PDF để chèn vào báo cáo chuyên đề.",Cán bộ quản lý,EO,Average,5
EP05-008,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn so sánh heatmap giữa hai thời kỳ để đánh giá biến động phân bố tài sản.",Cán bộ quản lý,EO,Complex,7
EP05-009,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn click vào vùng nóng để mở danh sách tài sản liên quan.",Cán bộ quản lý,EQ,Complex,6
EP05-010,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn kết hợp heatmap với ranh giới hành chính để phân tích sâu hơn theo khu vực.",Cán bộ quản lý,EIF,Complex,10
EP05-011,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn xem cảnh báo khi dữ liệu quá ít để heatmap không gây hiểu nhầm.",Cán bộ quản lý,EO,Average,5
EP05-012,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn lưu cấu hình sử dụng gần nhất của Heatmap mật độ tài sản để làm việc nhanh hơn trong lần sau.",Cán bộ quản lý,EI,Simple,3
EP05-013,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn xem lịch sử thao tác trong Heatmap mật độ tài sản để truy vết thay đổi khi cần.",Cán bộ quản lý,EO,Average,5
EP05-014,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn export dữ liệu/kết quả từ Heatmap mật độ tài sản để chia sẻ cho bên liên quan.",Cán bộ quản lý,EO,Average,5
EP05-015,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn phân quyền sử dụng Heatmap mật độ tài sản theo vai trò để đảm bảo an toàn dữ liệu.",Cán bộ quản lý,EI,Complex,6
EP05-016,"EPIC-05
Phân tích Không gian",Heatmap mật độ tài sản,"Là Cán bộ quản lý, tôi muốn nhận cảnh báo khi Heatmap mật độ tài sản phát sinh lỗi để xử lý kịp thời.",Cán bộ quản lý,EO,Complex,7
EP05-017,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn tạo vùng đệm quanh tài sản với bán kính tùy chọn để đánh giá ảnh hưởng không gian.",Cán bộ quản lý,EI,Complex,6
EP05-018,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn chọn đơn vị mét/kilômét cho vùng đệm để phù hợp ngữ cảnh phân tích.",Cán bộ quản lý,EI,Simple,3
EP05-019,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn thống kê số lượng tài sản nằm trong vùng đệm để xác định mật độ lân cận.",Cán bộ quản lý,EO,Complex,7
EP05-020,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn chọn nhiều tài sản nguồn để phân tích vùng đệm đồng thời.",Cán bộ quản lý,EI,Complex,6
EP05-021,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn xem giao cắt vùng đệm với lớp ranh giới hành chính hoặc hạ tầng khác.",Cán bộ quản lý,EIF,Complex,10
EP05-022,"EPIC-05
Phân tích Không gian",Phân tích vùng đệm,"Là Cán bộ quản lý, tôi muốn lưu kết quả vùng đệm thành lớp tạm thời để tiếp tục phân tích.",Cán bộ quản lý,EI,Average,4
